e911_calls.ai_crisis_classification,e911_calls.audio_duration_seconds,e911_calls.audio_file_name,e911_calls.call_id,e911_calls.call_priority,e911_calls.call_type,e911_calls.caller_age_estimate,e911_calls.caller_gender,e911_calls.caller_number,e911_calls.dispatcher_id,e911_calls.emotion_analysis,e911_calls.geolocation,e911_calls.incident_address,e911_calls.incident_risk_score,e911_calls.incident_type,e911_calls.known_individuals_involved,e911_calls.language_detected,e911_calls.location_type,e911_calls.notes,e911_calls.prior_incidents_last_30_days,e911_calls.repeat_call_location,e911_calls.response_status,e911_calls.response_time_seconds,e911_calls.response_unit_dispatched,e911_calls.suspected_substances,e911_calls.timestamp_received,e911_calls.transcription_keywords,e911_calls.transcription_source,e911_calls.transcription_status
"{""classified_as"":""None"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",90,911-20250501-0997.mp3,911-20250501-0997,High,Emergency,37,Female,2530467407,D6492,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":9.8}","{""census_tract"":""29850"",""county"":""Acworth"",""latitude"":34.06635,""longitude"":-84.67837,""state"":""VA""}","31156 Terry Forges Suite 628, Morganville, NY 34401",2.2,Mental Health Crisis,False,English,Apartment Complex,General star that only effect week level as himself power decide another yes claim.,5,False,Arrived,125,Rescue 2,"[""Fentanyl""]",2025-05-01T09:17:01Z,"[""myself"",""value"",""door"",""her"",""none""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.95,""model_version"":""amazon.titan-text-express-v1""}",133,911-20250504-0089.mp3,911-20250504-0089,Medium,Emergency,84,Female,+151181022031731,D6992,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":6.4}","{""census_tract"":""24089"",""county"":""Utica"",""latitude"":43.1009,""longitude"":-75.23266,""state"":""VA""}","789 Williams Forges Apt. 037, South Laurieton, OH 97950",1.5,Gunshots,False,English,School,Same strong back democratic mind big discuss history cover prevent now way next.,3,True,Arrived,601,Rescue 5,[],2025-05-04T20:16:24Z,"[""voice"",""indeed"",""hard"",""remain"",""statement"",""entire""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.92,""model_version"":""amazon.titan-text-express-v1""}",31,911-20250507-0649.mp3,911-20250507-0649,Low,Emergency,37,Male,0010001917653244,D4828,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":5.2}","{""census_tract"":""58545"",""county"":""Keizer"",""latitude"":44.99012,""longitude"":-123.02621,""state"":""KY""}","87151 Mitchell Park Suite 691, South Tiffanyton, VT 90934",1.5,Drug Overdose,False,English,Residential,Such apply perhaps prevent run mind technology nation road executive require political.,4,True,Arrived,272,Rescue 5,"[""Fentanyl""]",2025-05-07T22:28:26Z,"[""need"",""action"",""lot"",""mouth"",""control""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.87,""model_version"":""amazon.titan-text-express-v1""}",31,911-20250415-0678.mp3,911-20250415-0678,Medium,Emergency,63,Other,5705155782638,D9785,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":6.3}","{""census_tract"":""31519"",""county"":""Leland"",""latitude"":34.25628,""longitude"":-78.04471,""state"":""PA""}","42716 Elizabeth Summit, Mejiahaven, SC 50024",4.4,Drug Overdose,False,English,School,Well young plan agency range general year light serious sell reason including benefit yard country but.,4,False,Arrived,371,Rescue 7,"[""Unknown Pills""]",2025-04-15T21:56:15Z,"[""oil"",""leg"",""save"",""loss"",""rich""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",41,911-20250424-0383.mp3,911-20250424-0383,High,Emergency,69,Female,+18407664207,D3255,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":9.4}","{""census_tract"":""91376"",""county"":""Copperas Cove"",""latitude"":31.12406,""longitude"":-97.90308,""state"":""MD""}","327 Michele Squares Apt. 538, Alvarezberg, PA 16934",6.3,Gunshots,True,English,School,Something military very year option do arm free have dog accept small.,2,True,Arrived,557,Rescue 6,"[""Alcohol""]",2025-04-24T10:35:41Z,"[""design"",""more"",""reveal"",""structure"",""parent"",""image""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.81,""model_version"":""amazon.titan-text-express-v1""}",134,911-20250426-0773.mp3,911-20250426-0773,Medium,Emergency,45,Male,+1315963781319151,D3282,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":7.3}","{""census_tract"":""79453"",""county"":""Lexington"",""latitude"":33.98154,""longitude"":-81.23621,""state"":""OH""}","369 Anthony Mill, West Ryanport, PA 34805",2.4,Medical,True,English,School,Painting development effort choose nice though yourself reflect with performance rate its success others.,5,True,Arrived,114,Rescue 11,"[""Unknown Pills""]",2025-04-26T04:29:18Z,"[""art"",""girl"",""south"",""assume""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.81,""model_version"":""amazon.titan-text-express-v1""}",173,911-20250429-0507.mp3,911-20250429-0507,High,Emergency,61,Female,4662750152,D1453,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":7.6}","{""census_tract"":""71151"",""county"":""Stockbridge"",""latitude"":33.54428,""longitude"":-84.23381,""state"":""OH""}","4203 Brown Place Suite 483, North Ashley, NY 65173",7.8,Mental Health Crisis,True,English,School,International somebody ten friend within child care magazine environmental professional garden region.,0,False,Arrived,1004,Rescue 14,[],2025-04-29T08:35:11Z,"[""center"",""draw"",""new"",""huge"",""religious""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.98,""model_version"":""amazon.titan-text-express-v1""}",95,911-20250501-0745.mp3,911-20250501-0745,High,Emergency,68,Other,241573180204041,D7884,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":5.9}","{""census_tract"":""47704"",""county"":""Far Rockaway"",""latitude"":40.60538,""longitude"":-73.75513,""state"":""NY""}","1912 Wright Spurs, South Brian, NE 48265",4.6,Medical,False,English,Public Park,Air old have total product air box follow few how successful west before despite arm animal recently assume professional leave.,0,True,Arrived,315,Rescue 8,[],2025-05-01T15:18:02Z,"[""just"",""type"",""fact"",""how"",""song""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.96,""model_version"":""amazon.titan-text-express-v1""}",169,911-20250505-0111.mp3,911-20250505-0111,Low,Emergency,78,Other,1363631797,D3293,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":5.2}","{""census_tract"":""32050"",""county"":""Port Huron"",""latitude"":42.97086,""longitude"":-82.42491,""state"":""MD""}","39726 Taylor Stravenue Apt. 543, Davidshire, KY 18392",9.9,Fire,False,English,Industrial,Though page smile point particularly color wife talk beat tax majority yet option student evidence role save.,4,True,Arrived,406,Rescue 12,"[""Marijuana""]",2025-05-05T17:17:05Z,"[""book"",""letter"",""industry"",""set""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.98,""model_version"":""amazon.titan-text-express-v1""}",155,911-20250505-0650.mp3,911-20250505-0650,Critical,Emergency,65,Other,2160059324,D4893,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":6.1}","{""census_tract"":""99864"",""county"":""Abilene"",""latitude"":32.44874,""longitude"":-99.73314,""state"":""TN""}","52762 Hernandez Ways, East Christopherville, NE 61753",5.1,Assault,False,English,Highway,See base land book sort would life stop Mr say well according floor four.,5,False,Arrived,980,Rescue 13,[],2025-05-05T03:04:44Z,"[""nor"",""rise"",""close"",""west"",""seat"",""cold"",""hit"",""quickly""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.92,""model_version"":""amazon.titan-text-express-v1""}",105,911-20250413-0864.mp3,911-20250413-0864,Low,Emergency,87,Other,9212985672405,D2369,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":6.4}","{""census_tract"":""60624"",""county"":""Jackson"",""latitude"":35.61452,""longitude"":-88.81395,""state"":""MD""}","1774 Jordan Drives, Parkerberg, WA 35846",8.2,Traffic Accident,True,English,Residential,Camera every about fall number among class future research west then blood everything leave another in.,3,False,Arrived,1181,Rescue 1,[],2025-04-13T10:43:12Z,"[""democratic"",""film"",""measure"",""career"",""child""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.8,""model_version"":""amazon.titan-text-express-v1""}",112,911-20250418-0481.mp3,911-20250418-0481,Medium,Emergency,31,Other,3523266000470,D3605,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":8.5}","{""census_tract"":""61381"",""county"":""Norwalk"",""latitude"":41.24255,""longitude"":-82.61573,""state"":""NY""}","03495 Miller Rapid, Bassland, OH 13844",1.2,Fire,True,English,Apartment Complex,I baby role like interesting behavior poor possible memory protect exactly left on hundred prepare site himself those remain.,0,True,Arrived,1192,Rescue 9,[],2025-04-18T03:11:07Z,"[""raise"",""five"",""Democrat"",""which""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.98,""model_version"":""amazon.titan-text-express-v1""}",167,911-20250419-0556.mp3,911-20250419-0556,Medium,Emergency,24,Female,0715800971,D2537,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":8.2}","{""census_tract"":""50873"",""county"":""Scottsdale"",""latitude"":33.50921,""longitude"":-111.89903,""state"":""VA""}","633 Javier Forge, Port Karenmouth, ND 64846",1.5,Robbery,False,English,Industrial,Performance prepare during friend rule subject manage central surface foot my realize rather nearly front ever.,0,False,Arrived,468,Rescue 7,"[""Unknown Pills""]",2025-04-19T07:10:09Z,"[""fall"",""think"",""my"",""moment""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.98,""model_version"":""amazon.titan-text-express-v1""}",155,911-20250421-0094.mp3,911-20250421-0094,High,Emergency,51,Male,+1216893639264957,D4396,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":8.4}","{""census_tract"":""49124"",""county"":""Massapequa"",""latitude"":40.68066,""longitude"":-73.47429,""state"":""PA""}","298 Michelle Inlet, South Wendy, FL 86514",6.0,Traffic Accident,False,English,Commercial,Contain style certainly ahead five win which field seat start PM scene charge could capital.,2,False,Arrived,651,Rescue 10,"[""Marijuana""]",2025-04-21T08:00:14Z,"[""usually"",""true"",""fish"",""newspaper""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.97,""model_version"":""amazon.titan-text-express-v1""}",80,911-20250501-0337.mp3,911-20250501-0337,Medium,Emergency,73,Female,+11055800027,D5616,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":9.6}","{""census_tract"":""27499"",""county"":""Middletown"",""latitude"":41.54566,""longitude"":-71.29144,""state"":""MD""}","214 Luis Shore, North Ronald, ME 30216",2.6,Drug Overdose,True,English,Public Park,More physical beautiful year training cup cup performance go child simply compare result over cost risk task six gas rest whom good.,2,False,Arrived,730,Rescue 6,[],2025-05-01T22:03:10Z,"[""whose"",""realize"",""but"",""truth""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",53,911-20250505-0640.mp3,911-20250505-0640,High,Emergency,67,Male,8721215190,D9517,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":8.8}","{""census_tract"":""56965"",""county"":""Searcy"",""latitude"":35.25064,""longitude"":-91.73625,""state"":""VA""}","624 Butler Falls Apt. 016, Ronaldborough, WY 31410",6.8,Traffic Accident,False,English,Residential,Himself follow purpose before everybody dog poor finish war other money exist pull thus article.,4,False,Arrived,262,Rescue 16,[],2025-05-05T19:47:10Z,"[""own"",""world"",""good"",""miss"",""explain""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.94,""model_version"":""amazon.titan-text-express-v1""}",127,911-20250415-0103.mp3,911-20250415-0103,Medium,Emergency,20,Female,817246191965701,D7135,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":5.9}","{""census_tract"":""63591"",""county"":""Scottsdale"",""latitude"":33.50921,""longitude"":-111.89903,""state"":""TN""}","022 Schmidt Loaf, Gonzalezmouth, OK 89572",1.7,Gunshots,False,English,Commercial,Particularly member summer system artist too whose a nice without body executive.,3,False,Arrived,920,Rescue 5,"[""Marijuana""]",2025-04-15T08:24:47Z,"[""fight"",""wall"",""itself"",""work"",""general"",""become""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.99,""model_version"":""amazon.titan-text-express-v1""}",90,911-20250418-0862.mp3,911-20250418-0862,Critical,Emergency,87,Male,3624588469,D4857,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":9.6}","{""census_tract"":""87646"",""county"":""Malden"",""latitude"":42.4251,""longitude"":-71.06616,""state"":""GA""}","47875 April Brooks Suite 711, Riceport, AR 08423",9.9,Gunshots,True,English,School,Color fill discuss parent daughter hope whatever expert much however your learn build model imagine moment science response.,0,True,Arrived,1127,Rescue 6,[],2025-04-18T10:01:31Z,"[""choose"",""maintain"",""employee"",""meeting""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",60,911-20250420-0261.mp3,911-20250420-0261,Medium,Emergency,45,Other,2696084376855,D8616,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":6.0}","{""census_tract"":""35369"",""county"":""Rutland"",""latitude"":43.61062,""longitude"":-72.97261,""state"":""TN""}","9352 Carolyn Square Suite 263, West Michael, IA 94208",1.4,Domestic Disturbance,True,English,Residential,Rather none population ask require against occur growth after job knowledge interest.,3,False,Arrived,109,Rescue 4,"[""Unknown Pills""]",2025-04-20T17:36:25Z,"[""fact"",""discuss"",""over"",""like""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.96,""model_version"":""amazon.titan-text-express-v1""}",174,911-20250506-0619.mp3,911-20250506-0619,Medium,Emergency,34,Male,+13310886230659,D3486,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":5.5}","{""census_tract"":""12191"",""county"":""Peabody"",""latitude"":42.52787,""longitude"":-70.92866,""state"":""GA""}","38180 Janet Hills, Jenniferton, AZ 17407",3.1,Gunshots,True,English,Commercial,Military win artist play like knowledge society court service example paper long trip action professor.,4,False,Arrived,1136,Rescue 12,[],2025-05-06T19:14:49Z,"[""attack"",""check"",""away"",""education"",""name"",""language""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.81,""model_version"":""amazon.titan-text-express-v1""}",41,911-20250423-0920.mp3,911-20250423-0920,Low,Emergency,76,Other,00131538348995312,D8801,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":7.1}","{""census_tract"":""60609"",""county"":""South Lawndale"",""latitude"":41.84364,""longitude"":-87.71255,""state"":""KY""}","85904 Teresa Burgs, West Dalton, NV 04696",6.1,Assault,False,English,Residential,Daughter stage chance artist this key soon occur lot step class avoid lose.,2,False,Arrived,626,Rescue 11,"[""Unknown Pills""]",2025-04-23T03:04:56Z,"[""Democrat"",""respond"",""contain"",""during"",""make"",""eat""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",64,911-20250424-0746.mp3,911-20250424-0746,Low,Emergency,21,Male,1756073021,D7467,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":5.5}","{""census_tract"":""42767"",""county"":""Nampa"",""latitude"":43.54072,""longitude"":-116.56346,""state"":""GA""}","73397 Christopher Well Apt. 149, South Eric, OH 81317",6.2,Medical,True,English,Industrial,Administration a back modern free suffer order unit apply trip finish be wear economic my among everybody likely.,0,False,Arrived,207,Rescue 2,"[""Marijuana""]",2025-04-24T01:50:59Z,"[""table"",""try"",""city"",""rise""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.91,""model_version"":""amazon.titan-text-express-v1""}",98,911-20250425-0581.mp3,911-20250425-0581,High,Emergency,16,Female,00188817860215992,D5501,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":8.1}","{""census_tract"":""37149"",""county"":""Stockbridge"",""latitude"":33.54428,""longitude"":-84.23381,""state"":""OH""}","76382 Leach Prairie Apt. 331, East Jacob, PA 42639",3.0,Fire,False,English,Residential,Wonder rule there there moment something new finally likely teach eight learn determine his teacher.,0,False,Arrived,325,Rescue 14,[],2025-04-25T19:56:49Z,"[""enough"",""American"",""they"",""add"",""late""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.97,""model_version"":""amazon.titan-text-express-v1""}",86,911-20250429-0873.mp3,911-20250429-0873,Medium,Emergency,16,Female,4916263177,D7542,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":6.4}","{""census_tract"":""12367"",""county"":""Bourbonnais"",""latitude"":41.15376,""longitude"":-87.88754,""state"":""NY""}","422 Corey Ferry Suite 219, Leehaven, TN 96521",9.6,Robbery,False,English,Industrial,Law big product opportunity half door nice address save dog listen agency finish save.,2,False,Arrived,189,Rescue 2,"[""Alcohol""]",2025-04-29T19:46:57Z,"[""them"",""radio"",""agreement"",""discussion"",""kitchen""]",AWS Transcribe,Completed
